Transaction_ID,Date,Customer_ID,Transaction_Amount,Category,Payment_Method,Merchant,Is_Fraud
T003367,2023-05-21 06:00:00,1608,236.38,Travel,Debit Card,Uber,0
T003368,2023-05-21 07:00:00,4331,883.67,Healthcare,Cash,Netflix,0
T003369,2023-05-21 08:00:00,2795,29.92,Groceries,Credit Card,CVS,0
T003370,2023-05-21 09:00:00,2638,755.2,Entertainment,Credit Card,Costco,0
T003371,2023-05-21 10:00:00,2575,479.04,Travel,Online,Target,0
T003372,2023-05-21 11:00:00,3832,452.3,Groceries,Online,Amazon,0
T003373,2023-05-21 12:00:00,3148,17.03,Entertainment,Online,Costco,0
T003374,2023-05-21 13:00:00,2382,821.2,Entertainment,Online,Uber,0
T003375,2023-05-21 14:00:00,2403,366.23,Healthcare,Online,CVS,0
T003376,2023-05-21 15:00:00,1819,545.36,Healthcare,Debit Card,Best Buy,0
T003377,2023-05-21 16:00:00,4292,680.53,Entertainment,Cash,CVS,0
T003378,2023-05-21 17:00:00,1819,705.6,Healthcare,Online,Amazon,0
T003379,2023-05-21 18:00:00,1419,956.42,Entertainment,Online,Amazon,0
T003380,2023-05-21 19:00:00,1123,536.03,Groceries,Debit Card,Costco,0
T003381,2023-05-21 20:00:00,1421,405.72,Utilities,Cash,Best Buy,0
T003382,2023-05-21 21:00:00,4302,954.17,Healthcare,Online,Best Buy,0
T003383,2023-05-21 22:00:00,4761,645.69,Dining,Cash,Walmart,0
T003384,2023-05-21 23:00:00,4134,305.17,Dining,Cash,Amazon,0
T003385,2023-05-22 00:00:00,2508,135.2,Dining,Debit Card,Best Buy,0
T003386,2023-05-22 01:00:00,4699,844.13,Utilities,Debit Card,Amazon,0
T003387,2023-05-22 02:00:00,4774,368.56,Entertainment,Online,Netflix,0
T003388,2023-05-22 03:00:00,2597,663.87,Entertainment,Credit Card,Walmart,0
T003389,2023-05-22 04:00:00,1767,476.11,Travel,Debit Card,Target,0
T003390,2023-05-22 05:00:00,3044,206.94,Dining,Cash,Amazon,0
T003391,2023-05-22 06:00:00,3530,605.67,Dining,Cash,Netflix,0
T003392,2023-05-22 07:00:00,3566,70.08,Entertainment,Online,Netflix,0
T003393,2023-05-22 08:00:00,3202,419.21,Dining,Online,Netflix,0
T003394,2023-05-22 09:00:00,3139,551.15,Entertainment,Online,Walmart,0
T003395,2023-05-22 10:00:00,4029,441.69,Entertainment,Cash,Walmart,0
T003396,2023-05-22 11:00:00,2549,751.19,Healthcare,Debit Card,Uber,0
T003397,2023-05-22 12:00:00,3502,829.65,Entertainment,Credit Card,Walmart,0
T003398,2023-05-22 13:00:00,2764,773.53,Groceries,Debit Card,CVS,0
T003399,2023-05-22 14:00:00,3044,48.42,Groceries,Credit Card,Costco,0
T003400,2023-05-22 15:00:00,3645,202.19,Groceries,Debit Card,Best Buy,0
T003401,2023-05-22 16:00:00,4716,541.24,Groceries,Online,Amazon,0
T003402,2023-05-22 17:00:00,1509,935.47,Utilities,Cash,Costco,0
T003403,2023-05-22 18:00:00,2206,836.61,Travel,Credit Card,CVS,0
T003404,2023-05-22 19:00:00,1385,844.11,Travel,Debit Card,Amazon,0
T003405,2023-05-22 20:00:00,2597,310.18,Entertainment,Cash,Costco,0
T003406,2023-05-22 21:00:00,4802,435.15,Dining,Credit Card,CVS,0
T003407,2023-05-22 22:00:00,3452,476.0,Groceries,Credit Card,Netflix,0
T003408,2023-05-22 23:00:00,3293,165.8,Travel,Cash,Best Buy,0
T003409,2023-05-23 00:00:00,1741,40.76,Travel,Online,Walmart,0
T003410,2023-05-23 01:00:00,4662,947.43,Groceries,Cash,Costco,0
T003411,2023-05-23 02:00:00,3708,248.31,Utilities,Online,Netflix,0
T003412,2023-05-23 03:00:00,3697,247.55,Utilities,Debit Card,Costco,0
T003413,2023-05-23 04:00:00,4542,92.55,Travel,Debit Card,Netflix,0
T003414,2023-05-23 05:00:00,4897,929.22,Utilities,Cash,Amazon,0
T003415,2023-05-23 06:00:00,2911,583.94,Healthcare,Online,Walmart,1
T003416,2023-05-23 07:00:00,2446,670.37,Groceries,Debit Card,Uber,0
T003417,2023-05-23 08:00:00,1900,912.46,Travel,Online,Best Buy,0
T003418,2023-05-23 09:00:00,3112,352.16,Groceries,Online,Netflix,0
T003419,2023-05-23 10:00:00,4084,625.29,Utilities,Online,Amazon,0
T003420,2023-05-23 11:00:00,3260,48.41,Groceries,Cash,Target,0
T003421,2023-05-23 12:00:00,3009,194.9,Utilities,Online,Target,0
T003422,2023-05-23 13:00:00,1241,832.93,Utilities,Cash,Target,0
T003423,2023-05-23 14:00:00,3540,769.1,Groceries,Debit Card,Best Buy,0
T003424,2023-05-23 15:00:00,4284,357.14,Utilities,Debit Card,Netflix,0
T003425,2023-05-23 16:00:00,4764,383.04,Healthcare,Credit Card,Target,0
T003426,2023-05-23 17:00:00,3385,538.22,Entertainment,Credit Card,Costco,0
T003427,2023-05-23 18:00:00,3020,10.24,Groceries,Debit Card,Uber,0
T003428,2023-05-23 19:00:00,1172,248.83,Entertainment,Online,Amazon,0
T003429,2023-05-23 20:00:00,1671,216.15,Groceries,Online,Uber,0
T003430,2023-05-23 21:00:00,1163,257.98,Utilities,Debit Card,Uber,0
T003431,2023-05-23 22:00:00,1464,807.85,Utilities,Debit Card,Uber,0
T003432,2023-05-23 23:00:00,4042,286.88,Travel,Credit Card,Costco,0
T003433,2023-05-24 00:00:00,1496,199.61,Healthcare,Online,Target,0
T003434,2023-05-24 01:00:00,1699,509.22,Travel,Debit Card,Uber,0
T003435,2023-05-24 02:00:00,3442,866.99,Entertainment,Credit Card,Netflix,0
T003436,2023-05-24 03:00:00,1702,248.94,Utilities,Credit Card,Uber,0
T003437,2023-05-24 04:00:00,2940,87.75,Travel,Online,Amazon,0
T003438,2023-05-24 05:00:00,3355,362.84,Utilities,Credit Card,Netflix,0
T003439,2023-05-24 06:00:00,2791,750.18,Groceries,Credit Card,Costco,0
T003440,2023-05-24 07:00:00,1182,555.18,Travel,Cash,Best Buy,0
T003441,2023-05-24 08:00:00,1628,818.63,Entertainment,Debit Card,Walmart,0
T003442,2023-05-24 09:00:00,4865,960.0,Travel,Online,Costco,0
T003443,2023-05-24 10:00:00,3557,794.74,Utilities,Debit Card,CVS,0
T003444,2023-05-24 11:00:00,2731,607.77,Dining,Cash,Target,0
T003445,2023-05-24 12:00:00,1545,498.41,Dining,Online,CVS,0
T003446,2023-05-24 13:00:00,2587,49.67,Healthcare,Debit Card,Netflix,0
T003447,2023-05-24 14:00:00,1623,984.48,Utilities,Credit Card,Walmart,0
T003448,2023-05-24 15:00:00,4835,389.65,Groceries,Online,Best Buy,0
T003449,2023-05-24 16:00:00,1593,160.71,Travel,Cash,Costco,0
T003450,2023-05-24 17:00:00,1743,670.04,Dining,Credit Card,Best Buy,0
T003451,2023-05-24 18:00:00,4298,291.45,Groceries,Cash,Walmart,0
T003452,2023-05-24 19:00:00,2768,589.92,Utilities,Credit Card,CVS,0
T003453,2023-05-24 20:00:00,4804,590.9,Groceries,Debit Card,Costco,0
T003454,2023-05-24 21:00:00,2459,451.27,Utilities,Debit Card,Target,0
T003455,2023-05-24 22:00:00,2948,837.76,Healthcare,Debit Card,Amazon,0
T003456,2023-05-24 23:00:00,4493,272.32,Travel,Cash,Uber,0
T003457,2023-05-25 00:00:00,3601,454.15,Groceries,Online,Best Buy,0
T003458,2023-05-25 01:00:00,3068,542.32,Travel,Debit Card,Netflix,0
T003459,2023-05-25 02:00:00,3601,666.99,Groceries,Cash,Walmart,0
T003460,2023-05-25 03:00:00,3444,786.13,Utilities,Credit Card,Costco,0
T003461,2023-05-25 04:00:00,3672,400.86,Utilities,Debit Card,Netflix,0
T003462,2023-05-25 05:00:00,1104,649.59,Groceries,Credit Card,CVS,0
T003463,2023-05-25 06:00:00,3239,159.1,Healthcare,Debit Card,Target,0
T003464,2023-05-25 07:00:00,1016,933.32,Utilities,Credit Card,Netflix,0
T003465,2023-05-25 08:00:00,4191,389.23,Entertainment,Cash,CVS,0
T003466,2023-05-25 09:00:00,1392,732.23,Entertainment,Debit Card,Target,0
T003467,2023-05-25 10:00:00,1424,30.14,Travel,Cash,Costco,0
T003468,2023-05-25 11:00:00,3176,213.14,Entertainment,Cash,Amazon,0
T003469,2023-05-25 12:00:00,4201,492.21,Entertainment,Credit Card,Amazon,0
T003470,2023-05-25 13:00:00,1571,879.47,Healthcare,Debit Card,Netflix,0
T003471,2023-05-25 14:00:00,4631,531.98,Healthcare,Online,Uber,0
T003472,2023-05-25 15:00:00,3076,930.57,Dining,Online,Netflix,0
T003473,2023-05-25 16:00:00,2120,488.96,Dining,Cash,Walmart,0
T003474,2023-05-25 17:00:00,4081,495.54,Healthcare,Credit Card,Walmart,0
T003475,2023-05-25 18:00:00,1241,128.55,Dining,Credit Card,Target,0
T003476,2023-05-25 19:00:00,4897,804.63,Healthcare,Credit Card,Target,0
T003477,2023-05-25 20:00:00,3279,254.5,Dining,Debit Card,Target,0
T003478,2023-05-25 21:00:00,1788,900.62,Utilities,Debit Card,Netflix,0
T003479,2023-05-25 22:00:00,4355,911.72,Healthcare,Credit Card,Target,0
T003480,2023-05-25 23:00:00,1714,943.88,Travel,Online,Uber,0
T003481,2023-05-26 00:00:00,1758,525.03,Travel,Online,Netflix,0
T003482,2023-05-26 01:00:00,3849,680.32,Healthcare,Debit Card,Costco,0
T003483,2023-05-26 02:00:00,1775,780.73,Entertainment,Credit Card,Costco,0
T003484,2023-05-26 03:00:00,3773,139.7,Travel,Online,Amazon,0
T003485,2023-05-26 04:00:00,3247,604.95,Entertainment,Online,Walmart,0
T003486,2023-05-26 05:00:00,3992,43.95,Travel,Debit Card,Uber,0
T003487,2023-05-26 06:00:00,1078,502.59,Groceries,Debit Card,Walmart,0
T003488,2023-05-26 07:00:00,4984,163.29,Groceries,Online,Best Buy,0
T003489,2023-05-26 08:00:00,4003,191.09,Healthcare,Credit Card,Walmart,0
T003490,2023-05-26 09:00:00,4926,371.4,Travel,Online,Walmart,0
T003491,2023-05-26 10:00:00,1855,438.11,Utilities,Online,CVS,0
T003492,2023-05-26 11:00:00,4244,626.94,Entertainment,Credit Card,CVS,0
T003493,2023-05-26 12:00:00,3514,83.68,Travel,Debit Card,Uber,0
T003494,2023-05-26 13:00:00,3628,508.65,Healthcare,Credit Card,Best Buy,0
T003495,2023-05-26 14:00:00,2439,190.8,Entertainment,Credit Card,Target,0
T003496,2023-05-26 15:00:00,3987,578.24,Dining,Credit Card,Best Buy,0
T003497,2023-05-26 16:00:00,3496,641.03,Healthcare,Credit Card,Best Buy,0
T003498,2023-05-26 17:00:00,3134,561.14,Travel,Debit Card,Amazon,1
T003499,2023-05-26 18:00:00,3148,740.91,Utilities,Online,Costco,0
T003500,2023-05-26 19:00:00,2031,342.25,Dining,Cash,Walmart,0
T003501,2023-05-26 20:00:00,1844,767.46,Healthcare,Debit Card,Amazon,0
T003502,2023-05-26 21:00:00,4271,438.44,Travel,Credit Card,Uber,0
T003503,2023-05-26 22:00:00,4576,489.34,Groceries,Online,Costco,0
T003504,2023-05-26 23:00:00,1086,651.62,Travel,Online,Uber,0
T003505,2023-05-27 00:00:00,3090,28.17,Groceries,Credit Card,Walmart,0
T003506,2023-05-27 01:00:00,4456,657.45,Groceries,Debit Card,Uber,0
T003507,2023-05-27 02:00:00,4692,622.4,Healthcare,Credit Card,Best Buy,0
T003508,2023-05-27 03:00:00,4506,316.75,Travel,Online,Netflix,0
T003509,2023-05-27 04:00:00,1407,94.94,Travel,Online,Walmart,0
T003510,2023-05-27 05:00:00,4554,100.03,Groceries,Debit Card,Target,0
T003511,2023-05-27 06:00:00,3711,923.99,Entertainment,Cash,Target,0
T003512,2023-05-27 07:00:00,4088,692.39,Dining,Credit Card,Best Buy,0
T003513,2023-05-27 08:00:00,2668,135.83,Utilities,Cash,Uber,0
T003514,2023-05-27 09:00:00,1147,363.16,Travel,Online,CVS,0
T003515,2023-05-27 10:00:00,3324,596.56,Dining,Cash,Target,0
T003516,2023-05-27 11:00:00,1231,837.22,Dining,Credit Card,Best Buy,0
T003517,2023-05-27 12:00:00,4897,53.22,Entertainment,Credit Card,Amazon,0
T003518,2023-05-27 13:00:00,2950,244.27,Dining,Online,CVS,0
T003519,2023-05-27 14:00:00,1365,890.85,Travel,Debit Card,Target,0
T003520,2023-05-27 15:00:00,4299,19.07,Healthcare,Debit Card,Netflix,0
T003521,2023-05-27 16:00:00,2674,209.39,Healthcare,Online,Best Buy,0
T003522,2023-05-27 17:00:00,1435,959.43,Dining,Credit Card,Best Buy,0
T003523,2023-05-27 18:00:00,1398,617.27,Travel,Debit Card,Amazon,0
T003524,2023-05-27 19:00:00,2234,269.05,Travel,Cash,Netflix,0
T003525,2023-05-27 20:00:00,2414,76.32,Groceries,Online,Amazon,0
T003526,2023-05-27 21:00:00,3546,37.91,Entertainment,Cash,CVS,0
T003527,2023-05-27 22:00:00,3587,252.3,Utilities,Credit Card,Costco,0
T003528,2023-05-27 23:00:00,1562,882.67,Groceries,Debit Card,Target,0
T003529,2023-05-28 00:00:00,4562,421.75,Utilities,Credit Card,Best Buy,0
T003530,2023-05-28 01:00:00,3489,723.13,Travel,Cash,CVS,0
T003531,2023-05-28 02:00:00,2284,919.1,Healthcare,Credit Card,Uber,0
T003532,2023-05-28 03:00:00,1772,413.96,Groceries,Credit Card,CVS,0
T003533,2023-05-28 04:00:00,3397,199.36,Dining,Online,Uber,0
T003534,2023-05-28 05:00:00,3037,521.95,Dining,Online,Amazon,0
T003535,2023-05-28 06:00:00,4423,909.0,Utilities,Credit Card,Best Buy,0
T003536,2023-05-28 07:00:00,3567,806.33,Travel,Online,Walmart,0
T003537,2023-05-28 08:00:00,2343,75.17,Healthcare,Credit Card,Costco,0
T003538,2023-05-28 09:00:00,3185,695.65,Utilities,Cash,Costco,0
T003539,2023-05-28 10:00:00,2573,576.18,Healthcare,Online,Amazon,0
T003540,2023-05-28 11:00:00,4694,908.39,Entertainment,Credit Card,Uber,0
T003541,2023-05-28 12:00:00,1991,131.26,Healthcare,Online,Best Buy,0
T003542,2023-05-28 13:00:00,3415,538.7,Dining,Credit Card,Netflix,0
T003543,2023-05-28 14:00:00,4291,880.67,Groceries,Online,CVS,0
T003544,2023-05-28 15:00:00,4408,415.92,Groceries,Debit Card,Costco,0
T003545,2023-05-28 16:00:00,2246,487.17,Groceries,Credit Card,CVS,0
T003546,2023-05-28 17:00:00,4719,79.76,Healthcare,Debit Card,Target,0
T003547,2023-05-28 18:00:00,4839,285.36,Dining,Credit Card,Walmart,0
T003548,2023-05-28 19:00:00,1359,331.26,Healthcare,Debit Card,Amazon,0
T003549,2023-05-28 20:00:00,1920,945.67,Travel,Credit Card,Uber,0
T003550,2023-05-28 21:00:00,3376,289.84,Dining,Online,Costco,0
T003551,2023-05-28 22:00:00,4009,466.26,Dining,Debit Card,Netflix,0
T003552,2023-05-28 23:00:00,3510,674.59,Healthcare,Online,Target,0
T003553,2023-05-29 00:00:00,3993,170.56,Healthcare,Credit Card,Netflix,0
T003554,2023-05-29 01:00:00,1962,491.58,Groceries,Online,Target,0
T003555,2023-05-29 02:00:00,4632,741.15,Dining,Credit Card,Walmart,0
T003556,2023-05-29 03:00:00,2827,868.19,Groceries,Online,Amazon,0
T003557,2023-05-29 04:00:00,4453,630.0,Travel,Debit Card,Amazon,0
T003558,2023-05-29 05:00:00,3883,672.36,Entertainment,Credit Card,CVS,0
T003559,2023-05-29 06:00:00,2613,135.02,Groceries,Online,Amazon,0
T003560,2023-05-29 07:00:00,2640,946.32,Healthcare,Credit Card,Target,0
T003561,2023-05-29 08:00:00,3216,141.25,Utilities,Credit Card,CVS,0
T003562,2023-05-29 09:00:00,1216,776.93,Entertainment,Credit Card,Amazon,0
T003563,2023-05-29 10:00:00,1377,272.17,Travel,Cash,Uber,0
T003564,2023-05-29 11:00:00,1118,934.26,Healthcare,Credit Card,Uber,0
T003565,2023-05-29 12:00:00,1189,722.76,Entertainment,Online,Walmart,0
T003566,2023-05-29 13:00:00,3814,756.28,Healthcare,Cash,Target,0
T003567,2023-05-29 14:00:00,1369,226.87,Groceries,Online,Best Buy,0
T003568,2023-05-29 15:00:00,2801,448.61,Healthcare,Cash,Walmart,0
T003569,2023-05-29 16:00:00,3196,621.64,Travel,Credit Card,Walmart,0
T003570,2023-05-29 17:00:00,4747,772.27,Utilities,Debit Card,Amazon,0
T003571,2023-05-29 18:00:00,1651,112.92,Groceries,Debit Card,CVS,0
T003572,2023-05-29 19:00:00,2882,962.74,Groceries,Credit Card,Netflix,0
T003573,2023-05-29 20:00:00,2511,891.32,Travel,Cash,CVS,0
T003574,2023-05-29 21:00:00,1769,277.65,Travel,Online,Uber,0
T003575,2023-05-29 22:00:00,3421,824.53,Entertainment,Debit Card,Target,0
T003576,2023-05-29 23:00:00,1780,523.14,Utilities,Credit Card,Amazon,0
T003577,2023-05-30 00:00:00,2716,467.19,Healthcare,Credit Card,CVS,0
T003578,2023-05-30 01:00:00,3207,321.29,Entertainment,Cash,Uber,0
T003579,2023-05-30 02:00:00,3398,585.16,Healthcare,Debit Card,Costco,0
T003580,2023-05-30 03:00:00,4983,732.59,Healthcare,Credit Card,Netflix,0
T003581,2023-05-30 04:00:00,2311,416.82,Healthcare,Debit Card,Best Buy,0
T003582,2023-05-30 05:00:00,4359,632.93,Entertainment,Online,Costco,1
T003583,2023-05-30 06:00:00,3939,702.32,Groceries,Credit Card,Netflix,0
T003584,2023-05-30 07:00:00,2249,714.01,Travel,Credit Card,Amazon,0
T003585,2023-05-30 08:00:00,1522,61.45,Groceries,Online,Amazon,0
T003586,2023-05-30 09:00:00,1521,861.15,Utilities,Credit Card,CVS,0
T003587,2023-05-30 10:00:00,1782,463.67,Entertainment,Cash,Netflix,0
T003588,2023-05-30 11:00:00,3320,269.79,Utilities,Online,Walmart,0
T003589,2023-05-30 12:00:00,1935,249.35,Travel,Cash,Amazon,0
T003590,2023-05-30 13:00:00,4473,488.18,Travel,Online,Walmart,0
T003591,2023-05-30 14:00:00,3230,887.96,Dining,Online,Target,0
T003592,2023-05-30 15:00:00,2688,384.56,Utilities,Cash,Uber,0
T003593,2023-05-30 16:00:00,1487,752.23,Groceries,Online,Target,0
T003594,2023-05-30 17:00:00,2850,105.85,Utilities,Debit Card,Netflix,0
T003595,2023-05-30 18:00:00,1845,481.3,Entertainment,Cash,Netflix,0
T003596,2023-05-30 19:00:00,3171,991.77,Travel,Online,CVS,0
T003597,2023-05-30 20:00:00,4032,772.73,Travel,Cash,Target,0
T003598,2023-05-30 21:00:00,4697,218.42,Utilities,Online,Costco,0
T003599,2023-05-30 22:00:00,3837,506.43,Utilities,Online,Netflix,0
T003600,2023-05-30 23:00:00,3461,241.29,Healthcare,Debit Card,Costco,0
T003601,2023-05-31 00:00:00,3003,415.47,Utilities,Debit Card,Costco,0
T003602,2023-05-31 01:00:00,2748,782.28,Healthcare,Debit Card,CVS,0
T003603,2023-05-31 02:00:00,4243,773.51,Entertainment,Online,CVS,0
T003604,2023-05-31 03:00:00,4359,235.82,Entertainment,Debit Card,Costco,0
T003605,2023-05-31 04:00:00,4506,923.0,Groceries,Cash,Walmart,0
T003606,2023-05-31 05:00:00,1685,596.64,Utilities,Online,Costco,1
T003607,2023-05-31 06:00:00,3160,386.13,Groceries,Cash,Walmart,0
T003608,2023-05-31 07:00:00,3935,506.92,Dining,Debit Card,Target,0
T003609,2023-05-31 08:00:00,4988,609.02,Entertainment,Online,Walmart,0
T003610,2023-05-31 09:00:00,3169,564.29,Travel,Cash,Netflix,1
T003611,2023-05-31 10:00:00,2567,491.54,Healthcare,Credit Card,Amazon,0
T003612,2023-05-31 11:00:00,2245,509.88,Dining,Cash,Best Buy,0
T003613,2023-05-31 12:00:00,4702,184.65,Travel,Online,Amazon,0
T003614,2023-05-31 13:00:00,1038,814.61,Dining,Credit Card,Amazon,0
T003615,2023-05-31 14:00:00,3544,546.34,Groceries,Debit Card,CVS,0
T003616,2023-05-31 15:00:00,1779,139.77,Groceries,Debit Card,Best Buy,0
T003617,2023-05-31 16:00:00,2256,768.5,Healthcare,Cash,CVS,0
T003618,2023-05-31 17:00:00,3990,933.12,Entertainment,Debit Card,Walmart,0
T003619,2023-05-31 18:00:00,4601,947.83,Healthcare,Cash,Costco,0
T003620,2023-05-31 19:00:00,3196,375.33,Travel,Cash,Uber,0
T003621,2023-05-31 20:00:00,4468,144.16,Dining,Cash,Uber,1
T003622,2023-05-31 21:00:00,4069,523.22,Healthcare,Cash,Uber,0
T003623,2023-05-31 22:00:00,3708,121.48,Utilities,Online,Walmart,0
T003624,2023-05-31 23:00:00,4709,934.65,Utilities,Online,Best Buy,0
T003625,2023-06-01 00:00:00,2927,191.74,Entertainment,Credit Card,Target,0
T003626,2023-06-01 01:00:00,1301,260.24,Healthcare,Credit Card,Walmart,0
T003627,2023-06-01 02:00:00,4431,412.57,Travel,Debit Card,Amazon,0
T003628,2023-06-01 03:00:00,3285,389.33,Utilities,Online,Best Buy,0
T003629,2023-06-01 04:00:00,1646,796.72,Entertainment,Credit Card,Best Buy,0
T003630,2023-06-01 05:00:00,1662,461.75,Healthcare,Online,Walmart,0
T003631,2023-06-01 06:00:00,3283,179.06,Entertainment,Online,Walmart,0
T003632,2023-06-01 07:00:00,2759,274.54,Travel,Debit Card,CVS,0
T003633,2023-06-01 08:00:00,3250,514.02,Utilities,Debit Card,CVS,0
T003634,2023-06-01 09:00:00,1255,155.98,Utilities,Cash,Amazon,1
T003635,2023-06-01 10:00:00,1597,615.54,Utilities,Online,Netflix,0
T003636,2023-06-01 11:00:00,1661,570.09,Groceries,Cash,Best Buy,0
T003637,2023-06-01 12:00:00,1234,717.56,Utilities,Cash,Uber,0
T003638,2023-06-01 13:00:00,2368,938.33,Dining,Cash,Target,0
T003639,2023-06-01 14:00:00,3581,913.13,Groceries,Online,Target,0
T003640,2023-06-01 15:00:00,3907,946.61,Healthcare,Online,Best Buy,0
T003641,2023-06-01 16:00:00,4868,252.27,Groceries,Cash,Amazon,0
T003642,2023-06-01 17:00:00,4852,140.25,Groceries,Online,Uber,0
T003643,2023-06-01 18:00:00,4537,309.25,Groceries,Cash,CVS,0
T003644,2023-06-01 19:00:00,1769,896.13,Entertainment,Credit Card,CVS,0
T003645,2023-06-01 20:00:00,3588,972.33,Dining,Online,CVS,0
T003646,2023-06-01 21:00:00,1212,860.73,Travel,Debit Card,Target,0
T003647,2023-06-01 22:00:00,1462,118.92,Utilities,Debit Card,Target,0
T003648,2023-06-01 23:00:00,3483,947.95,Groceries,Cash,Amazon,0
T003649,2023-06-02 00:00:00,1282,429.12,Travel,Credit Card,Target,0
T003650,2023-06-02 01:00:00,4633,19.22,Entertainment,Online,Walmart,0
T003651,2023-06-02 02:00:00,4678,447.97,Travel,Cash,Target,0
T003652,2023-06-02 03:00:00,2486,55.61,Groceries,Credit Card,CVS,0
T003653,2023-06-02 04:00:00,2430,548.44,Healthcare,Credit Card,Amazon,0
T003654,2023-06-02 05:00:00,1087,345.17,Dining,Online,Best Buy,0
T003655,2023-06-02 06:00:00,2067,478.7,Travel,Debit Card,Best Buy,0
T003656,2023-06-02 07:00:00,1460,617.04,Groceries,Debit Card,Amazon,0
T003657,2023-06-02 08:00:00,3325,870.11,Groceries,Credit Card,Walmart,0
T003658,2023-06-02 09:00:00,4754,665.28,Utilities,Debit Card,Best Buy,0
T003659,2023-06-02 10:00:00,3468,439.71,Healthcare,Credit Card,CVS,0
T003660,2023-06-02 11:00:00,2724,821.23,Utilities,Credit Card,Best Buy,0
T003661,2023-06-02 12:00:00,2376,906.53,Healthcare,Credit Card,Best Buy,0
T003662,2023-06-02 13:00:00,3743,128.56,Dining,Debit Card,CVS,0
T003663,2023-06-02 14:00:00,1514,536.61,Utilities,Cash,Target,0
T003664,2023-06-02 15:00:00,1702,291.67,Dining,Debit Card,Walmart,0
T003665,2023-06-02 16:00:00,2653,56.59,Entertainment,Cash,Uber,0
T003666,2023-06-02 17:00:00,3066,671.86,Entertainment,Debit Card,CVS,0
T003667,2023-06-02 18:00:00,1022,864.14,Healthcare,Online,CVS,1
T003668,2023-06-02 19:00:00,3460,171.27,Healthcare,Online,Costco,0
T003669,2023-06-02 20:00:00,2053,814.29,Utilities,Debit Card,Amazon,0
T003670,2023-06-02 21:00:00,2830,854.86,Entertainment,Online,Netflix,0
T003671,2023-06-02 22:00:00,3155,915.2,Travel,Online,Walmart,0
T003672,2023-06-02 23:00:00,4438,272.63,Travel,Online,Target,0
T003673,2023-06-03 00:00:00,2304,904.91,Travel,Online,Costco,0
T003674,2023-06-03 01:00:00,4199,327.46,Entertainment,Cash,Uber,0
T003675,2023-06-03 02:00:00,4300,556.81,Travel,Credit Card,CVS,0
T003676,2023-06-03 03:00:00,2134,60.0,Dining,Cash,Uber,0
T003677,2023-06-03 04:00:00,3183,53.44,Groceries,Credit Card,Uber,0
T003678,2023-06-03 05:00:00,1361,723.17,Healthcare,Credit Card,Uber,0
T003679,2023-06-03 06:00:00,4257,450.04,Utilities,Debit Card,Costco,0
T003680,2023-06-03 07:00:00,4727,263.73,Dining,Debit Card,Netflix,1
T003681,2023-06-03 08:00:00,4655,198.51,Travel,Debit Card,Target,0
T003682,2023-06-03 09:00:00,3176,673.25,Groceries,Debit Card,Costco,0
T003683,2023-06-03 10:00:00,2899,10.4,Utilities,Debit Card,Costco,0
T003684,2023-06-03 11:00:00,2284,807.83,Dining,Cash,Netflix,0
T003685,2023-06-03 12:00:00,1514,88.46,Utilities,Cash,Costco,0
T003686,2023-06-03 13:00:00,1448,199.57,Healthcare,Online,CVS,0
T003687,2023-06-03 14:00:00,2923,392.37,Entertainment,Cash,CVS,0
T003688,2023-06-03 15:00:00,4175,490.01,Travel,Cash,Amazon,0
T003689,2023-06-03 16:00:00,2506,361.45,Dining,Debit Card,Best Buy,0
T003690,2023-06-03 17:00:00,2247,327.51,Dining,Online,Walmart,0
T003691,2023-06-03 18:00:00,2855,964.28,Groceries,Cash,Amazon,0
T003692,2023-06-03 19:00:00,1873,645.16,Groceries,Cash,Target,0
T003693,2023-06-03 20:00:00,4937,33.2,Groceries,Online,Costco,0
T003694,2023-06-03 21:00:00,4562,435.87,Utilities,Credit Card,CVS,0
T003695,2023-06-03 22:00:00,3520,876.26,Travel,Debit Card,Costco,0
T003696,2023-06-03 23:00:00,4081,308.44,Utilities,Cash,CVS,0
T003697,2023-06-04 00:00:00,2428,103.61,Travel,Cash,Uber,0
T003698,2023-06-04 01:00:00,4967,760.8,Dining,Online,Walmart,0
T003699,2023-06-04 02:00:00,3349,609.95,Utilities,Cash,Amazon,0
T003700,2023-06-04 03:00:00,3278,574.61,Utilities,Debit Card,Amazon,0
T003701,2023-06-04 04:00:00,2754,63.04,Utilities,Cash,Target,0
T003702,2023-06-04 05:00:00,1922,149.09,Entertainment,Credit Card,Uber,0
T003703,2023-06-04 06:00:00,4137,626.32,Healthcare,Debit Card,Amazon,0
T003704,2023-06-04 07:00:00,3984,215.75,Travel,Credit Card,Amazon,0
T003705,2023-06-04 08:00:00,3159,509.03,Travel,Online,Best Buy,0
T003706,2023-06-04 09:00:00,2036,549.43,Utilities,Debit Card,Netflix,0
T003707,2023-06-04 10:00:00,2416,290.67,Entertainment,Cash,Walmart,0
T003708,2023-06-04 11:00:00,3547,948.94,Utilities,Debit Card,Costco,0
T003709,2023-06-04 12:00:00,3979,844.04,Travel,Debit Card,Netflix,0
T003710,2023-06-04 13:00:00,3645,725.15,Healthcare,Debit Card,Amazon,0
T003711,2023-06-04 14:00:00,3281,87.21,Healthcare,Credit Card,Target,0
T003712,2023-06-04 15:00:00,3649,115.07,Dining,Online,Costco,0
